user_id,order_id,purchase_ts,purchase_ts_cleaned,purchase_year,purchase_month,time_to_ship,ship_ts,product_name,product_name_cleaned,product_id,usd_price,purchase_platform,marketing_channel,marketing_channel_cleaned,account_creation_method,account_creation_method_cleaned,country_code,date_check,region,revenue
e8d1457c,4cb199be32698329,27-12-2020,2020-12-27,2020,12,1,2020-12-28,Lenovo IdeaPad Gaming 3,lenovo ideapad gaming 3,04ac," $1,198.00 ",website,direct,direct,desktop,desktop,BR,TRUE,EMEA,1198.0
19af8df8,468d67f5fe513420,27-12-2020,2020-12-27,2020,12,1,2020-12-28,Sony PlayStation 5 Bundle,sony playstation 5 bundle,54ed," $1,951.75 ",website,direct,direct,desktop,desktop,NL,TRUE,EMEA,1951.75
05b7c8a1,40c1483aeb15454,27-12-2020,2020-12-27,2020,12,2,2020-12-29,Acer Nitro V Gaming Laptop,acer nitro v gaming laptop,22ea, $798.00 ,website,,unknown,,unknown,US,TRUE,NA,798.0
34b032ce,3bcb7567a5b24362,27-12-2020,2020-12-27,2020,12,3,2020-12-30,27in 4K gaming monitor,27in 4k gaming monitor,891b, $414.69 ,website,direct,direct,desktop,desktop,DE,TRUE,EMEA,414.69
b6b25998,383590141a177403,27-12-2020,2020-12-27,2020,12,3,2020-12-30,Nintendo Switch,nintendo switch,8d0d, $168.00 ,website,,unknown,,unknown,PE,TRUE,LATAM,168.0
f2a640a7,324bfc2deb3102554,27-12-2020,2020-12-27,2020,12,2,2020-12-29,Nintendo Switch,nintendo switch,e682, $164.88 ,website,direct,direct,desktop,desktop,ES,TRUE,EMEA,164.88
f2a640a7,324bfc2deb3102553,27-12-2020,2020-12-27,2020,12,2,2020-12-29,Nintendo Switch,nintendo switch,e682, $164.88 ,website,direct,direct,desktop,desktop,ES,TRUE,EMEA,164.88
646cfa87,30abc7985a443455,27-12-2020,2020-12-27,2020,12,3,2020-12-30,27in 4K gaming monitor,27in 4k gaming monitor,891b, $287.66 ,website,direct,direct,desktop,desktop,DE,TRUE,EMEA,287.66
646cfa87,30abc7985a443454,27-12-2020,2020-12-27,2020,12,3,2020-12-30,27in 4K gaming monitor,27in 4k gaming monitor,891b, $287.66 ,website,direct,direct,desktop,desktop,DE,TRUE,EMEA,287.66
96bd0223,27f4c817a8a63841,27-12-2020,2020-12-27,2020,12,3,2020-12-30,Nintendo Switch,nintendo switch,8d0d, $164.88 ,website,direct,direct,desktop,desktop,FR,TRUE,EMEA,164.88
db779506,253a6997d8292746,27-12-2020,2020-12-27,2020,12,1,2020-12-28,Nintendo Switch,nintendo switch,8d0d, $184.90 ,website,direct,direct,desktop,desktop,GB,TRUE,EMEA,184.9
4de7d1d1,23106291f4e34597,27-12-2020,2020-12-27,2020,12,3,2020-12-30,Sony PlayStation 5 Bundle,sony playstation 5 bundle,54ed," $1,800.00 ",website,direct,direct,desktop,desktop,US,TRUE,NA,1800.0
21f56a9d,20f84c7d80116804,27-12-2020,2020-12-27,2020,12,1,2020-12-28,Nintendo Switch,nintendo switch,e682, $164.69 ,website,direct,direct,desktop,desktop,IT,TRUE,EMEA,164.69
3a34a355,03e320b5d2026564,27-12-2020,2020-12-27,2020,12,-19,2020-12-08,27in 4K gaming monitor,27in 4k gaming monitor,891b, $454.21 ,website,direct,direct,desktop,desktop,JP,FALSE,APAC,454.21
be7e6dd7,0279b93a84080648,27-12-2020,2020-12-27,2020,12,-10,2020-12-17,27in 4K gaming monitor,27in 4k gaming monitor,891b, $450.37 ,website,direct,direct,desktop,desktop,NL,FALSE,EMEA,450.37
14934774,01015969b42424,27-12-2020,2020-12-27,2020,12,-135,2020-08-14,Nintendo Switch,nintendo switch,e682, $153.88 ,website,direct,direct,desktop,desktop,AU,FALSE,EMEA,153.88
771f93ec,00fc0753e6f51019,27-12-2020,2020-12-27,2020,12,-101,2020-09-17,JBL Quantum 100 Gaming Headset,jbl quantum 100 gaming headset,ab0f, $24.00 ,website,direct,direct,desktop,desktop,JM,FALSE,NA,24.0
82f1489b,f6a657e394755792,26-12-2020,2020-12-26,2020,12,3,2020-12-29,JBL Quantum 100 Gaming Headset,jbl quantum 100 gaming headset,2997, $24.00 ,mobile app,direct,direct,desktop,desktop,NAN,TRUE,unknown,24.0
a8a40298,dbfa19171c271461,26-12-2020,2020-12-26,2020,12,1,2020-12-27,JBL Quantum 100 Gaming Headset,jbl quantum 100 gaming headset,2997, $20.09 ,mobile app,direct,direct,desktop,desktop,CA,TRUE,EMEA,20.09
8839ad75,c7427c3ee7d57874,26-12-2020,2020-12-26,2020,12,2,2020-12-28,Dell Gaming Mouse,dell gaming mouse,f81e, $49.98 ,mobile app,email,email,desktop,desktop,US,TRUE,NA,49.98
daf04189,c1b2dfe233e92516,26-12-2020,2020-12-26,2020,12,1,2020-12-27,JBL Quantum 100 Gaming Headset,jbl quantum 100 gaming headset,4db1, $23.98 ,mobile app,email,email,desktop,desktop,US,TRUE,NA,23.98
07e98a00,bb2d12d1eed6303,26-12-2020,2020-12-26,2020,12,1,2020-12-27,Dell Gaming Mouse,dell gaming mouse,8d4f, $63.61 ,mobile app,email,email,desktop,desktop,GB,TRUE,EMEA,63.61
359ca403,b8eddd967b024718,26-12-2020,2020-12-26,2020,12,2,2020-12-28,JBL Quantum 100 Gaming Headset,jbl quantum 100 gaming headset,8315, $23.38 ,mobile app,email,email,desktop,desktop,US,TRUE,NA,23.38
ef711188,add38146173101155,26-12-2020,2020-12-26,2020,12,1,2020-12-27,Dell Gaming Mouse,dell gaming mouse,8d4f, $49.98 ,mobile app,direct,direct,mobile,mobile,US,TRUE,NA,49.98
41668f04,9e2abe549ae29545,26-12-2020,2020-12-26,2020,12,3,2020-12-29,JBL Quantum 100 Gaming Headset,jbl quantum 100 gaming headset,4c58, $13.98 ,mobile app,direct,direct,mobile,mobile,US,TRUE,NA,13.98
5e17ceb1,8fc36fd245641043,26-12-2020,2020-12-26,2020,12,2,2020-12-28,JBL Quantum 100 Gaming Headset,jbl quantum 100 gaming headset,4c58, $32.13 ,mobile app,direct,direct,mobile,mobile,GB,TRUE,EMEA,32.13
85a7e99a,ee1a8c96c1056851,26-12-2020,2020-12-26,2020,12,1,2020-12-27,Sony PlayStation 5 Bundle,sony playstation 5 bundle,54ed," $1,530.00 ",website,direct,direct,desktop,desktop,US,TRUE,NA,1530.0
85a7e99a,ee1a8c96c1056850,26-12-2020,2020-12-26,2020,12,1,2020-12-27,Sony PlayStation 5 Bundle,sony playstation 5 bundle,54ed," $1,530.00 ",website,direct,direct,desktop,desktop,US,TRUE,NA,1530.0
4be31d78,eda5b55ec7433748,26-12-2020,2020-12-26,2020,12,1,2020-12-27,27in 4K gaming monitor,27in 4k gaming monitor,891b, $285.68 ,website,direct,direct,desktop,desktop,PL,TRUE,EMEA,285.68
d1b2263c,e0e7670c99988521,26-12-2020,2020-12-26,2020,12,2,2020-12-28,JBL Quantum 100 Gaming Headset,jbl quantum 100 gaming headset,ab0f, $22.18 ,website,direct,direct,desktop,desktop,KR,TRUE,APAC,22.18
1582278f,d731d4d594911735,26-12-2020,2020-12-26,2020,12,1,2020-12-27,Nintendo Switch,nintendo switch,e682, $168.00 ,website,email,email,desktop,desktop,PE,TRUE,LATAM,168.0
f307933b,cecfad1df47102722,26-12-2020,2020-12-26,2020,12,3,2020-12-29,Nintendo Switch,nintendo switch,e682, $164.69 ,website,direct,direct,desktop,desktop,FI,TRUE,EMEA,164.69
153e85ae,c706e0494a711645,26-12-2020,2020-12-26,2020,12,3,2020-12-29,Sony PlayStation 5 Bundle,sony playstation 5 bundle,54ed," $1,711.42 ",website,direct,direct,desktop,desktop,JP,TRUE,APAC,1711.42
b6155d91,bca71ad1bc677144,26-12-2020,2020-12-26,2020,12,2,2020-12-28,Sony PlayStation 5 Bundle,sony playstation 5 bundle,54ed, $872.13 ,website,direct,direct,desktop,desktop,AU,TRUE,EMEA,872.13
64232b66,b8e426506c143351,26-12-2020,2020-12-26,2020,12,1,2020-12-27,Nintendo Switch,nintendo switch,e682, $168.00 ,website,email,email,desktop,desktop,US,TRUE,NA,168.0
c5d02b6a,a4f51f82dda83697,26-12-2020,2020-12-26,2020,12,1,2020-12-27,Nintendo Switch,nintendo switch,8d0d, $104.20 ,website,direct,direct,mobile,mobile,MX,TRUE,LATAM,104.2
98a98335,a01a0115ee264593,26-12-2020,2020-12-26,2020,12,3,2020-12-29,27in 4K gaming monitor,27in 4k gaming monitor,891b, $439.20 ,website,direct,direct,mobile,mobile,FR,TRUE,EMEA,439.2
eaeb9ff5,97a5b64271299264,26-12-2020,2020-12-26,2020,12,3,2020-12-29,27in 4K gaming monitor,27in 4k gaming monitor,891b, $480.00 ,website,direct,direct,mobile,mobile,ZA,TRUE,EMEA,480.0
e0889b30,9583d65313a94943,26-12-2020,2020-12-26,2020,12,3,2020-12-29,Nintendo Switch,nintendo switch,e682, $160.34 ,website,direct,direct,mobile,mobile,ES,TRUE,EMEA,160.34
16a20429,8ef2a76a97612215,26-12-2020,2020-12-26,2020,12,2,2020-12-28,Nintendo Switch,nintendo switch,e682, $169.23 ,website,direct,direct,mobile,mobile,SE,TRUE,EMEA,169.23
80bb0251,7d58e380dcd54944,26-12-2020,2020-12-26,2020,12,1,2020-12-27,JBL Quantum 100 Gaming Headset,jbl quantum 100 gaming headset,ab0f, $24.00 ,website,direct,direct,desktop,desktop,US,TRUE,NA,24.0
32b9ffcc,7d13173f0f623602,26-12-2020,2020-12-26,2020,12,2,2020-12-28,Nintendo Switch,nintendo switch,e682, $168.00 ,website,direct,direct,desktop,desktop,US,TRUE,NA,168.0
15eec575,6900768244411938,26-12-2020,2020-12-26,2020,12,3,2020-12-29,27in 4K gaming monitor,27in 4k gaming monitor,891b, $480.00 ,website,direct,direct,desktop,desktop,US,TRUE,NA,480.0
d2a1831f,62d7209d3da88908,26-12-2020,2020-12-26,2020,12,1,2020-12-27,Sony PlayStation 5 Bundle,sony playstation 5 bundle,54ed," $1,350.00 ",website,direct,direct,desktop,desktop,US,TRUE,NA,1350.0
d2a1831f,62d7209d3da88907,26-12-2020,2020-12-26,2020,12,1,2020-12-27,Sony PlayStation 5 Bundle,sony playstation 5 bundle,54ed," $1,350.00 ",website,direct,direct,desktop,desktop,US,TRUE,NA,1350.0
79d2b2f0,617d944a51e52056,26-12-2020,2020-12-26,2020,12,2,2020-12-28,JBL Quantum 100 Gaming Headset,jbl quantum 100 gaming headset,ab0f, $24.00 ,website,direct,direct,desktop,desktop,BR,TRUE,EMEA,24.0
3156bb14,600368cacfb23068,26-12-2020,2020-12-26,2020,12,1,2020-12-27,JBL Quantum 100 Gaming Headset,jbl quantum 100 gaming headset,ab0f, $22.53 ,website,direct,direct,desktop,desktop,JP,TRUE,APAC,22.53
3485710,5b3d099fcca125,26-12-2020,2020-12-26,2020,12,2,2020-12-28,27in 4K gaming monitor,27in 4k gaming monitor,e7e6, $480.00 ,website,email,email,desktop,desktop,PE,TRUE,LATAM,480.0
d6efbbb1,4e94442698f90778,26-12-2020,2020-12-26,2020,12,2,2020-12-28,Nintendo Switch,nintendo switch,8d0d, $126.00 ,website,direct,direct,desktop,desktop,UA,TRUE,EMEA,126.0
e6f02491,4b3b81fb61397549,26-12-2020,2020-12-26,2020,12,3,2020-12-29,27in 4K gaming monitor,27in 4k gaming monitor,e7e6, $480.00 ,website,direct,direct,desktop,desktop,PH,TRUE,APAC,480.0
7a06a31a,437c52604c552135,26-12-2020,2020-12-26,2020,12,2,2020-12-28,Nintendo Switch,nintendo switch,e682, $168.00 ,website,direct,direct,desktop,desktop,US,TRUE,NA,168.0
7a06a31a,437c52604c552134,26-12-2020,2020-12-26,2020,12,2,2020-12-28,Nintendo Switch,nintendo switch,e682, $168.00 ,website,direct,direct,desktop,desktop,US,TRUE,NA,168.0
7ee9281e,363b4ebf1bd54203,26-12-2020,2020-12-26,2020,12,1,2020-12-27,Nintendo Switch,nintendo switch,e682, $168.00 ,website,direct,direct,desktop,desktop,US,TRUE,NA,168.0
884abb4b,2086c9d34b457901,26-12-2020,2020-12-26,2020,12,3,2020-12-29,Nintendo Switch,nintendo switch,e682, $168.00 ,website,direct,direct,desktop,desktop,US,TRUE,NA,168.0
323d31b3,1f0f2a3b94823400,26-12-2020,2020-12-26,2020,12,3,2020-12-29,Nintendo Switch,nintendo switch,e682, $168.00 ,website,direct,direct,desktop,desktop,US,TRUE,NA,168.0
8d1e103a,16c73ab842159943,26-12-2020,2020-12-26,2020,12,-127,2020-08-21,Nintendo Switch,nintendo switch,e682, $179.22 ,website,direct,direct,desktop,desktop,GB,FALSE,EMEA,179.22
cc2fc760,10216c9d0a486272,26-12-2020,2020-12-26,2020,12,-89,2020-09-28,JBL Quantum 100 Gaming Headset,jbl quantum 100 gaming headset,ab0f, $25.97 ,website,direct,direct,desktop,desktop,IT,FALSE,EMEA,25.97
e9630853,0cf9e97ea8d98578,26-12-2020,2020-12-26,2020,12,-41,2020-11-15,Nintendo Switch,nintendo switch,e682, $164.69 ,website,direct,direct,desktop,desktop,DE,FALSE,EMEA,164.69
359ea856,0ac69310d1224724,26-12-2020,2020-12-26,2020,12,-69,2020-10-18,27in 4K gaming monitor,27in 4k gaming monitor,e7e6, $480.00 ,website,email,email,desktop,desktop,US,FALSE,NA,480.0
af7e4ad7,048e3ef006174359,26-12-2020,2020-12-26,2020,12,-6,2020-12-20,Nintendo Switch,nintendo switch,e682, $168.00 ,website,direct,direct,desktop,desktop,NZ,FALSE,APAC,168.0
b0c8d325,032806cdd9b74921,26-12-2020,2020-12-26,2020,12,-125,2020-08-23,27in 4K gaming monitor,27in 4k gaming monitor,891b, $417.42 ,website,direct,direct,desktop,desktop,US,FALSE,NA,417.42
863f4df7,f0f932cb33f57104,25-12-2020,2020-12-25,2020,12,3,2020-12-28,Dell Gaming Mouse,dell gaming mouse,f81e, $49.98 ,mobile app,email,email,desktop,desktop,US,TRUE,NA,49.98
8a91f620,dcc8969d25158839,25-12-2020,2020-12-25,2020,12,2,2020-12-27,Dell Gaming Mouse,dell gaming mouse,5142, $49.98 ,mobile app,email,email,desktop,desktop,US,TRUE,NA,49.98
fff0f51e,c8857fb73c2108094,25-12-2020,2020-12-25,2020,12,2,2020-12-27,JBL Quantum 100 Gaming Headset,jbl quantum 100 gaming headset,4c58, $23.98 ,mobile app,direct,direct,desktop,desktop,US,TRUE,NA,23.98
fff0f51e,c8857fb73c2108093,25-12-2020,2020-12-25,2020,12,2,2020-12-27,JBL Quantum 100 Gaming Headset,jbl quantum 100 gaming headset,4c58, $23.98 ,mobile app,direct,direct,desktop,desktop,US,TRUE,NA,23.98
ef513f72,b4610efe65d101111,25-12-2020,2020-12-25,2020,12,1,2020-12-26,Nintendo Switch,nintendo switch,8e5d, $164.98 ,mobile app,direct,direct,desktop,desktop,US,TRUE,NA,164.98
c8987c2c,b145b40b57384827,25-12-2020,2020-12-25,2020,12,3,2020-12-28,Nintendo Switch,nintendo switch,8e5d, $165.80 ,mobile app,direct,direct,desktop,desktop,AU,TRUE,EMEA,165.8
ff0e7fea,a6a55f9fbb9107714,25-12-2020,2020-12-25,2020,12,2,2020-12-27,JBL Quantum 100 Gaming Headset,jbl quantum 100 gaming headset,4db1, $13.98 ,mobile app,email,email,desktop,desktop,US,TRUE,NA,13.98
fe9ed49d,a276b17d1ac107548,25-12-2020,2020-12-25,2020,12,2,2020-12-27,JBL Quantum 100 Gaming Headset,jbl quantum 100 gaming headset,8315, $23.32 ,mobile app,direct,direct,mobile,mobile,BR,TRUE,EMEA,23.32
5e802213,88bd20fe46941190,25-12-2020,2020-12-25,2020,12,3,2020-12-28,Dell Gaming Mouse,dell gaming mouse,8d4f, $49.98 ,mobile app,email,email,desktop,desktop,US,TRUE,NA,49.98
d8280d4d,7f85adbda3991320,25-12-2020,2020-12-25,2020,12,3,2020-12-28,Dell Gaming Mouse,dell gaming mouse,8d4f, $58.07 ,mobile app,email,email,desktop,desktop,ES,TRUE,EMEA,58.07
fb24932e,7a259b6dee1106115,25-12-2020,2020-12-25,2020,12,1,2020-12-26,Nintendo Switch,nintendo switch,8e5d, $166.50 ,mobile app,direct,direct,desktop,desktop,GB,TRUE,EMEA,166.5
ae9b990e,78f7c7cc65573992,25-12-2020,2020-12-25,2020,12,2,2020-12-27,JBL Quantum 100 Gaming Headset,jbl quantum 100 gaming headset,8315, $23.66 ,mobile app,email,email,desktop,desktop,JP,TRUE,APAC,23.66
ae9b990e,78f7c7cc65573991,25-12-2020,2020-12-25,2020,12,2,2020-12-27,JBL Quantum 100 Gaming Headset,jbl quantum 100 gaming headset,8315, $23.66 ,mobile app,email,email,desktop,desktop,JP,TRUE,APAC,23.66
3ca1fc4a,2d5b5f13bf727564,25-12-2020,2020-12-25,2020,12,2,2020-12-27,JBL Quantum 100 Gaming Headset,jbl quantum 100 gaming headset,8315, $23.46 ,mobile app,direct,direct,desktop,desktop,US,TRUE,NA,23.46
3dfb8107,23ca67b254628087,25-12-2020,2020-12-25,2020,12,2,2020-12-27,JBL Quantum 100 Gaming Headset,jbl quantum 100 gaming headset,4c58, $23.98 ,mobile app,direct,direct,desktop,desktop,US,TRUE,NA,23.98
39957730,096105f091b1051,25-12-2020,2020-12-25,2020,12,-111,2020-09-05,Dell Gaming Mouse,dell gaming mouse,8d4f, $49.98 ,mobile app,direct,direct,desktop,desktop,US,FALSE,NA,49.98
2c706997,fd7982fed8020986,25-12-2020,2020-12-25,2020,12,3,2020-12-28,JBL Quantum 100 Gaming Headset,jbl quantum 100 gaming headset,ab0f, $23.24 ,website,direct,direct,desktop,desktop,PT,TRUE,EMEA,23.24
2c706997,fd7982fed8020985,25-12-2020,2020-12-25,2020,12,3,2020-12-28,JBL Quantum 100 Gaming Headset,jbl quantum 100 gaming headset,ab0f, $23.24 ,website,direct,direct,desktop,desktop,PT,TRUE,EMEA,23.24
2c706997,fd7982fed8020984,25-12-2020,2020-12-25,2020,12,3,2020-12-28,JBL Quantum 100 Gaming Headset,jbl quantum 100 gaming headset,ab0f, $23.24 ,website,direct,direct,desktop,desktop,PT,TRUE,EMEA,23.24
78ccc0b6,e7a3039ee7851663,25-12-2020,2020-12-25,2020,12,2,2020-12-27,Nintendo Switch,nintendo switch,e682, $168.00 ,website,direct,direct,desktop,desktop,US,TRUE,NA,168.0
bc935106,e5168a9c2f379827,25-12-2020,2020-12-25,2020,12,2,2020-12-27,Nintendo Switch,nintendo switch,e682, $168.00 ,website,direct,direct,desktop,desktop,US,TRUE,NA,168.0
a5121a6b,e2ad33f3d9569891,25-12-2020,2020-12-25,2020,12,3,2020-12-28,Nintendo Switch,nintendo switch,8d0d, $168.00 ,website,email,email,desktop,desktop,US,TRUE,NA,168.0
a5121a6b,e2ad33f3d9569890,25-12-2020,2020-12-25,2020,12,3,2020-12-28,Nintendo Switch,nintendo switch,8d0d, $168.00 ,website,email,email,desktop,desktop,US,TRUE,NA,168.0
5aa708d1,df5b62a13ec39630,25-12-2020,2020-12-25,2020,12,2,2020-12-27,Nintendo Switch,nintendo switch,e682, $168.00 ,website,email,email,desktop,desktop,US,TRUE,NA,168.0
5a0016e6,d487e32106d39331,25-12-2020,2020-12-25,2020,12,2,2020-12-27,Lenovo IdeaPad Gaming 3,lenovo ideapad gaming 3,04ac," $1,198.00 ",website,direct,direct,desktop,desktop,US,TRUE,NA,1198.0
9cea532c,cd61139602466346,25-12-2020,2020-12-25,2020,12,3,2020-12-28,Nintendo Switch,nintendo switch,e682, $148.35 ,website,direct,direct,desktop,desktop,AU,TRUE,EMEA,148.35
0d6b27fc,cca5eb6a37b8521,25-12-2020,2020-12-25,2020,12,2,2020-12-27,JBL Quantum 100 Gaming Headset,jbl quantum 100 gaming headset,ab0f, $24.00 ,website,direct,direct,desktop,desktop,US,TRUE,NA,24.0
17053475,c1fdc364ab9476,25-12-2020,2020-12-25,2020,12,2,2020-12-27,27in 4K gaming monitor,27in 4k gaming monitor,e7e6, $480.00 ,website,direct,direct,desktop,desktop,US,TRUE,NA,480.0
ac848498,bf33af662bf73094,25-12-2020,2020-12-25,2020,12,2,2020-12-27,Nintendo Switch,nintendo switch,e682, $168.00 ,website,direct,direct,desktop,desktop,HR,TRUE,EMEA,168.0
bc69af5e,be382531adf79769,25-12-2020,2020-12-25,2020,12,2,2020-12-27,JBL Quantum 100 Gaming Headset,jbl quantum 100 gaming headset,ab0f, $19.92 ,website,direct,direct,desktop,desktop,CA,TRUE,EMEA,19.92
900ee848,bb9a3ea292e61133,25-12-2020,2020-12-25,2020,12,3,2020-12-28,Nintendo Switch,nintendo switch,e682, $188.15 ,website,direct,direct,desktop,desktop,GB,TRUE,EMEA,188.15
b2044ae1,b2ebe8300ea75432,25-12-2020,2020-12-25,2020,12,3,2020-12-28,Nintendo Switch,nintendo switch,e682, $168.00 ,website,social media,social media,tablet,tablet,US,TRUE,NA,168.0
b2044ae1,b2ebe8300ea75431,25-12-2020,2020-12-25,2020,12,3,2020-12-28,Nintendo Switch,nintendo switch,e682, $168.00 ,website,social media,social media,tablet,tablet,US,TRUE,NA,168.0
b4a05494,9e9af1c316c76523,25-12-2020,2020-12-25,2020,12,3,2020-12-28,Nintendo Switch,nintendo switch,e682, $168.00 ,website,direct,direct,mobile,mobile,US,TRUE,NA,168.0
5270a2c2,9e1ae234bb536359,25-12-2020,2020-12-25,2020,12,2,2020-12-27,27in 4K gaming monitor,27in 4k gaming monitor,891b, $480.00 ,website,direct,direct,mobile,mobile,US,TRUE,NA,480.0
317e3695,99372a9e0cf23130,25-12-2020,2020-12-25,2020,12,1,2020-12-26,Nintendo Switch,nintendo switch,8d0d, $148.35 ,website,direct,direct,mobile,mobile,AU,TRUE,EMEA,148.35
06e9b6d4,97168f8a56e5881,25-12-2020,2020-12-25,2020,12,3,2020-12-28,Nintendo Switch,nintendo switch,8d0d, $168.00 ,website,direct,direct,mobile,mobile,US,TRUE,NA,168.0
3d7d3201,8da5c1b09c527906,25-12-2020,2020-12-25,2020,12,3,2020-12-28,Nintendo Switch,nintendo switch,e682, $168.00 ,website,direct,direct,mobile,mobile,US,TRUE,NA,168.0
c2ee44e9,708a480708682548,25-12-2020,2020-12-25,2020,12,1,2020-12-26,Sony PlayStation 5 Bundle,sony playstation 5 bundle,54ed," $1,899.24 ",website,direct,direct,desktop,desktop,GB,TRUE,EMEA,1899.24
c2ee44e9,708a480708682547,25-12-2020,2020-12-25,2020,12,1,2020-12-26,Sony PlayStation 5 Bundle,sony playstation 5 bundle,54ed," $1,899.24 ",website,direct,direct,desktop,desktop,GB,TRUE,EMEA,1899.24
60bee446,6e86535b1fe42073,25-12-2020,2020-12-25,2020,12,2,2020-12-27,Nintendo Switch,nintendo switch,e682, $168.00 ,website,direct,direct,desktop,desktop,BR,TRUE,EMEA,168.0
60bee446,6e86535b1fe42072,25-12-2020,2020-12-25,2020,12,2,2020-12-27,Nintendo Switch,nintendo switch,e682, $168.00 ,website,direct,direct,desktop,desktop,BR,TRUE,EMEA,168.0
fce563e4,6cb1789bdb8106798,25-12-2020,2020-12-25,2020,12,3,2020-12-28,JBL Quantum 100 Gaming Headset,jbl quantum 100 gaming headset,ab0f, $17.63 ,website,direct,direct,desktop,desktop,AU,TRUE,EMEA,17.63
fce563e4,6cb1789bdb8106797,25-12-2020,2020-12-25,2020,12,3,2020-12-28,JBL Quantum 100 Gaming Headset,jbl quantum 100 gaming headset,ab0f, $17.63 ,website,direct,direct,desktop,desktop,AU,TRUE,EMEA,17.63
241d219a,69c71de00bb17602,25-12-2020,2020-12-25,2020,12,1,2020-12-26,JBL Quantum 100 Gaming Headset,jbl quantum 100 gaming headset,ab0f, $26.80 ,website,direct,direct,desktop,desktop,GB,TRUE,EMEA,26.8
241d219a,69c71de00bb17601,25-12-2020,2020-12-25,2020,12,1,2020-12-26,JBL Quantum 100 Gaming Headset,jbl quantum 100 gaming headset,ab0f, $26.80 ,website,direct,direct,desktop,desktop,GB,TRUE,EMEA,26.8
45c777ba,646744ea7ea31309,25-12-2020,2020-12-25,2020,12,3,2020-12-28,JBL Quantum 100 Gaming Headset,jbl quantum 100 gaming headset,ab0f, $19.57 ,website,direct,direct,desktop,desktop,CA,TRUE,EMEA,19.57
a611bb8f,63af6cee73e70365,25-12-2020,2020-12-25,2020,12,1,2020-12-26,Nintendo Switch,nintendo switch,8d0d, $152.04 ,website,direct,direct,desktop,desktop,CA,TRUE,EMEA,152.04
ff898c2d,53cb03d2622107912,25-12-2020,2020-12-25,2020,12,1,2020-12-26,Nintendo Switch,nintendo switch,8d0d, $164.42 ,website,direct,direct,desktop,desktop,ES,TRUE,EMEA,164.42
9617ae0c,51b3ceb5db363587,25-12-2020,2020-12-25,2020,12,3,2020-12-28,27in 4K gaming monitor,27in 4k gaming monitor,e7e6, $438.79 ,website,direct,direct,desktop,desktop,AU,TRUE,EMEA,438.79
0113cf6b,43fdf92312f3626,25-12-2020,2020-12-25,2020,12,1,2020-12-26,Nintendo Switch,nintendo switch,8d0d, $140.03 ,website,direct,direct,desktop,desktop,SG,TRUE,APAC,140.03
0113cf6b,43fdf92312f3625,25-12-2020,2020-12-25,2020,12,1,2020-12-26,Nintendo Switch,nintendo switch,8d0d, $140.03 ,website,direct,direct,desktop,desktop,SG,TRUE,APAC,140.03
45ba81a2,40b1f8d226a31276,25-12-2020,2020-12-25,2020,12,1,2020-12-26,Nintendo Switch,nintendo switch,e682, $154.75 ,website,direct,direct,desktop,desktop,CA,TRUE,EMEA,154.75
45ba81a2,40b1f8d226a31275,25-12-2020,2020-12-25,2020,12,1,2020-12-26,Nintendo Switch,nintendo switch,e682, $154.75 ,website,direct,direct,desktop,desktop,CA,TRUE,EMEA,154.75
72f8679c,3615887932049374,25-12-2020,2020-12-25,2020,12,1,2020-12-26,Nintendo Switch,nintendo switch,e682, $168.00 ,website,email,email,desktop,desktop,US,TRUE,NA,168.0
20822fde,35f9a42b7d716263,25-12-2020,2020-12-25,2020,12,3,2020-12-28,Lenovo IdeaPad Gaming 3,lenovo ideapad gaming 3,9ef0," $1,198.00 ",website,direct,direct,desktop,desktop,PK,TRUE,APAC,1198.0
251d092b,3098898033a18001,25-12-2020,2020-12-25,2020,12,1,2020-12-26,27in 4K gaming monitor,27in 4k gaming monitor,891b, $480.00 ,website,direct,direct,desktop,desktop,US,TRUE,NA,480.0
1b7cb62d,2db74ed130414192,25-12-2020,2020-12-25,2020,12,3,2020-12-28,Nintendo Switch,nintendo switch,8d0d, $168.00 ,website,affiliate,affiliate,unknown,unknown,US,TRUE,NA,168.0
9476f50b,2b9d8c32d4b62920,25-12-2020,2020-12-25,2020,12,1,2020-12-26,Sony PlayStation 5 Bundle,sony playstation 5 bundle,54ed," $1,800.00 ",website,direct,direct,desktop,desktop,NZ,TRUE,APAC,1800.0
9476f50b,2b9d8c32d4b62919,25-12-2020,2020-12-25,2020,12,1,2020-12-26,Sony PlayStation 5 Bundle,sony playstation 5 bundle,54ed," $1,800.00 ",website,direct,direct,desktop,desktop,NZ,TRUE,APAC,1800.0
f84011d6,2a5c08c2b42104876,25-12-2020,2020-12-25,2020,12,3,2020-12-28,Nintendo Switch,nintendo switch,8d0d, $164.88 ,website,direct,direct,desktop,desktop,DE,TRUE,EMEA,164.88
f84011d6,2a5c08c2b42104875,25-12-2020,2020-12-25,2020,12,3,2020-12-28,Nintendo Switch,nintendo switch,8d0d, $164.88 ,website,direct,direct,desktop,desktop,DE,TRUE,EMEA,164.88
70e612de,2620085132848608,25-12-2020,2020-12-25,2020,12,1,2020-12-26,Nintendo Switch,nintendo switch,8d0d, $168.00 ,website,direct,direct,desktop,desktop,US,TRUE,NA,168.0
